,sc_LOAD,sc_LOAD_24,sc_LOAD_168,LOAD,LOAD_24,LOAD_168,Temperature,Hour,Day,Month
2009-07-22 10:00:00,0.5622923588039866,0.5058139534883721,0.5255813953488372,162,142.0,149.0,77.72,10,2,7
2009-07-22 11:00:00,0.6159468438538206,0.5453488372093023,0.5679401993355482,181,156.0,164.0,80.08,11,2,7
2009-07-22 12:00:00,0.6667774086378738,0.590531561461794,0.6102990033222592,199,172.0,179.0,81.48,12,2,7
2009-07-22 13:00:00,0.706312292358804,0.6215946843853821,0.6413621262458472,213,183.0,190.0,83.08,13,2,7
2009-07-22 14:00:00,0.7317275747508306,0.6583056478405316,0.6808970099667774,222,196.0,204.0,82.76,14,2,7
2009-07-22 15:00:00,0.7543189368770764,0.6893687707641196,0.7091362126245847,230,207.0,214.0,83.28,15,2,7
2009-07-22 16:00:00,0.7599667774086379,0.7147840531561462,0.7401993355481727,232,216.0,225.0,82.08,16,2,7
2009-07-22 17:00:00,0.7514950166112957,0.7458471760797343,0.7684385382059801,229,227.0,235.0,81.88,17,2,7
2009-07-22 18:00:00,0.737375415282392,0.7599667774086379,0.7825581395348837,224,232.0,240.0,81.16,18,2,7
2009-07-22 19:00:00,0.7204318936877077,0.7543189368770764,0.7684385382059801,218,230.0,235.0,79.72,19,2,7
2009-07-22 20:00:00,0.6837209302325582,0.7147840531561462,0.7204318936877077,205,216.0,218.0,77.64,20,2,7
2009-07-22 21:00:00,0.675249169435216,0.6837209302325582,0.675249169435216,202,205.0,202.0,75.96,21,2,7
2009-07-22 22:00:00,0.663953488372093,0.663953488372093,0.6583056478405316,198,198.0,196.0,74.72,22,2,7
2009-07-22 23:00:00,0.6074750830564785,0.5990033222591362,0.5933554817275748,178,175.0,173.0,74.16,23,2,7
2009-07-23 00:00:00,0.5425249169435216,0.5284053156146179,0.5227574750830565,155,150.0,148.0,73.32,0,3,7
2009-07-23 01:00:00,0.49169435215946844,0.47192691029900335,0.46910299003322253,137,130.0,129.0,72.64,1,3,7
2009-07-23 02:00:00,0.4634551495016611,0.4380398671096345,0.4408637873754153,127,118.0,119.0,71.76,2,3,7
2009-07-23 03:00:00,0.4408637873754153,0.4154485049833887,0.4210963455149501,119,110.0,112.0,71.44,3,3,7
2009-07-23 04:00:00,0.42956810631229236,0.40132890365448504,0.412624584717608,115,105.0,109.0,71.16,4,3,7
2009-07-23 05:00:00,0.42674418604651165,0.3985049833887043,0.4154485049833887,114,104.0,110.0,70.96,5,3,7
2009-07-23 06:00:00,0.4408637873754153,0.4098006644518273,0.42956810631229236,119,108.0,115.0,70.68,6,3,7
2009-07-23 07:00:00,0.454983388704319,0.42392026578073083,0.44933554817275745,124,113.0,122.0,70.72,7,3,7
2009-07-23 08:00:00,0.486046511627907,0.4634551495016611,0.486046511627907,135,127.0,135.0,71.64,8,3,7
2009-07-23 09:00:00,0.5142857142857142,0.5058139534883721,0.5255813953488372,145,142.0,149.0,73.36,9,3,7
2009-07-23 10:00:00,0.5481727574750831,0.5622923588039866,0.5735880398671096,157,162.0,166.0,76.04,10,3,7
2009-07-23 11:00:00,0.590531561461794,0.6159468438538206,0.632890365448505,172,181.0,187.0,78.88,11,3,7
2009-07-23 12:00:00,0.6385382059800665,0.6667774086378738,0.6893687707641196,189,199.0,207.0,80.96,12,3,7
2009-07-23 13:00:00,0.6780730897009967,0.706312292358804,0.7260797342192691,203,213.0,220.0,82.84,13,3,7
2009-07-23 14:00:00,0.7119601328903654,0.7317275747508306,0.748671096345515,215,222.0,228.0,83.88,14,3,7
2009-07-23 15:00:00,0.7401993355481727,0.7543189368770764,0.7458471760797343,225,230.0,227.0,83.6,15,3,7
2009-07-23 16:00:00,0.7684385382059801,0.7599667774086379,0.7430232558139535,235,232.0,226.0,84.36,16,3,7
2009-07-23 17:00:00,0.7882059800664452,0.7514950166112957,0.7514950166112957,242,229.0,229.0,84.28,17,3,7
2009-07-23 18:00:00,0.7938538205980067,0.737375415282392,0.7543189368770764,244,224.0,230.0,82.36,18,3,7
2009-07-23 19:00:00,0.7769102990033223,0.7204318936877077,0.7458471760797343,238,218.0,227.0,80.52,19,3,7
2009-07-23 20:00:00,0.7401993355481727,0.6837209302325582,0.7147840531561462,225,205.0,216.0,78.8,20,3,7
2009-07-23 21:00:00,0.7147840531561462,0.675249169435216,0.695016611295681,216,202.0,209.0,77.04,21,3,7
2009-07-23 22:00:00,0.6978405315614619,0.663953488372093,0.6865448504983389,210,198.0,206.0,75.8,22,3,7
2009-07-23 23:00:00,0.6413621262458472,0.6074750830564785,0.6300664451827243,190,178.0,186.0,75.36,23,3,7
2009-07-24 00:00:00,0.5764119601328903,0.5425249169435216,0.5651162790697675,167,155.0,163.0,74.84,0,4,7
2009-07-24 01:00:00,0.5227574750830565,0.49169435215946844,0.5114617940199335,148,137.0,144.0,74.04,1,4,7
2009-07-24 02:00:00,0.49451827242524915,0.4634551495016611,0.4832225913621262,138,127.0,134.0,73.56,2,4,7
2009-07-24 03:00:00,0.46910299003322253,0.4408637873754153,0.4634551495016611,129,119.0,127.0,72.92,3,4,7
2009-07-24 04:00:00,0.454983388704319,0.42956810631229236,0.45215946843853816,124,115.0,123.0,72.32,4,4,7
2009-07-24 05:00:00,0.443687707641196,0.42674418604651165,0.44651162790697674,120,114.0,121.0,72.08,5,4,7
2009-07-24 06:00:00,0.44651162790697674,0.4408637873754153,0.454983388704319,121,119.0,124.0,71.48,6,4,7
2009-07-24 07:00:00,0.45215946843853816,0.454983388704319,0.4634551495016611,123,124.0,127.0,71.04,7,4,7
2009-07-24 08:00:00,0.4832225913621262,0.486046511627907,0.5058139534883721,134,135.0,142.0,73.16,8,4,7
2009-07-24 09:00:00,0.5284053156146179,0.5142857142857142,0.5594684385382059,150,145.0,161.0,75.88,9,4,7
2009-07-24 10:00:00,0.5820598006644518,0.5481727574750831,0.6131229235880399,169,157.0,180.0,78.36,10,4,7
2009-07-24 11:00:00,0.6272425249169435,0.590531561461794,0.675249169435216,185,172.0,202.0,80.72,11,4,7
2009-07-24 12:00:00,0.6696013289036545,0.6385382059800665,0.7260797342192691,200,189.0,220.0,82.72,12,4,7
2009-07-24 13:00:00,0.706312292358804,0.6780730897009967,0.7656146179401994,213,203.0,234.0,83.68,13,4,7
2009-07-24 14:00:00,0.7289036544850499,0.7119601328903654,0.8051495016611296,221,215.0,248.0,83.88,14,4,7
2009-07-24 15:00:00,0.748671096345515,0.7401993355481727,0.8249169435215947,228,225.0,255.0,84.08,15,4,7
2009-07-24 16:00:00,0.7571428571428571,0.7684385382059801,0.822093023255814,231,235.0,254.0,83.84,16,4,7
2009-07-24 17:00:00,0.7769102990033223,0.7882059800664452,0.7825581395348837,238,242.0,240.0,82.92,17,4,7
2009-07-24 18:00:00,0.7769102990033223,0.7938538205980067,0.7401993355481727,238,244.0,225.0,82.52,18,4,7
2009-07-24 19:00:00,0.7599667774086379,0.7769102990033223,0.7232558139534884,232,238.0,219.0,81.4,19,4,7
2009-07-24 20:00:00,0.7260797342192691,0.7401993355481727,0.6893687707641196,220,225.0,207.0,79.2,20,4,7
2009-07-24 21:00:00,0.695016611295681,0.7147840531561462,0.675249169435216,209,216.0,202.0,76.28,21,4,7
2009-07-24 22:00:00,0.675249169435216,0.6978405315614619,0.6526578073089702,202,210.0,194.0,74.68,22,4,7
2009-07-24 23:00:00,0.6187707641196013,0.6413621262458472,0.6018272425249169,182,190.0,176.0,73.24,23,4,7
2009-07-25 00:00:00,0.5566445182724252,0.5764119601328903,0.5453488372093023,160,167.0,156.0,72.52,0,5,7
2009-07-25 01:00:00,0.5001661129568106,0.5227574750830565,0.49734219269102986,140,148.0,139.0,72.04,1,5,7
2009-07-25 02:00:00,0.4634551495016611,0.49451827242524915,0.4662790697674418,127,138.0,128.0,70.96,2,5,7
2009-07-25 03:00:00,0.4380398671096345,0.46910299003322253,0.44651162790697674,118,129.0,121.0,69.92,3,5,7
2009-07-25 04:00:00,0.4210963455149501,0.454983388704319,0.4323920265780731,112,124.0,116.0,69.88,4,5,7
2009-07-25 05:00:00,0.412624584717608,0.443687707641196,0.42674418604651165,109,120.0,114.0,69.0,5,5,7
2009-07-25 06:00:00,0.412624584717608,0.44651162790697674,0.4323920265780731,109,121.0,116.0,68.52,6,5,7
2009-07-25 07:00:00,0.4154485049833887,0.45215946843853816,0.4323920265780731,110,123.0,116.0,69.04,7,5,7
2009-07-25 08:00:00,0.45215946843853816,0.4832225913621262,0.4606312292358804,123,134.0,126.0,72.16,8,5,7
2009-07-25 09:00:00,0.5142857142857142,0.5284053156146179,0.5058139534883721,145,150.0,142.0,76.08,9,5,7
2009-07-25 10:00:00,0.5735880398671096,0.5820598006644518,0.5481727574750831,166,169.0,157.0,79.92,10,5,7
2009-07-25 11:00:00,0.6441860465116279,0.6272425249169435,0.5933554817275748,191,185.0,173.0,82.72,11,5,7
2009-07-25 12:00:00,0.7034883720930233,0.6696013289036545,0.632890365448505,212,200.0,187.0,85.32,12,5,7
2009-07-25 13:00:00,0.748671096345515,0.706312292358804,0.6667774086378738,228,213.0,199.0,86.72,13,5,7
2009-07-25 14:00:00,0.779734219269103,0.7289036544850499,0.695016611295681,239,221.0,209.0,87.76,14,5,7
2009-07-25 15:00:00,0.8051495016611296,0.748671096345515,0.717607973421927,248,228.0,217.0,87.76,15,5,7
2009-07-25 16:00:00,0.8249169435215947,0.7571428571428571,0.7401993355481727,255,231.0,225.0,87.88,16,5,7
2009-07-25 17:00:00,0.8305647840531561,0.7769102990033223,0.7571428571428571,257,238.0,231.0,87.48,17,5,7
2009-07-25 18:00:00,0.822093023255814,0.7769102990033223,0.7599667774086379,254,238.0,232.0,85.88,18,5,7
2009-07-25 19:00:00,0.7966777408637874,0.7599667774086379,0.7401993355481727,245,232.0,225.0,84.4,19,5,7
2009-07-25 20:00:00,0.7571428571428571,0.7260797342192691,0.7006644518272426,231,220.0,211.0,81.64,20,5,7
2009-07-25 21:00:00,0.737375415282392,0.695016611295681,0.6696013289036545,224,209.0,200.0,79.6,21,5,7
2009-07-25 22:00:00,0.7232558139534884,0.675249169435216,0.6554817275747509,219,202.0,195.0,78.2,22,5,7
2009-07-25 23:00:00,0.6696013289036545,0.6187707641196013,0.5961794019933555,200,182.0,174.0,77.28,23,5,7
2009-07-26 00:00:00,0.6102990033222592,0.5566445182724252,0.5312292358803986,179,160.0,151.0,75.92,0,6,7
2009-07-26 01:00:00,0.5538205980066445,0.5001661129568106,0.47475083056478407,159,140.0,131.0,75.36,1,6,7
2009-07-26 02:00:00,0.5171096345514951,0.4634551495016611,0.4408637873754153,146,127.0,119.0,74.96,2,6,7
2009-07-26 03:00:00,0.49451827242524915,0.4380398671096345,0.4182724252491694,138,118.0,111.0,74.52,3,6,7
2009-07-26 04:00:00,0.4803986710963455,0.4210963455149501,0.40697674418604646,133,112.0,107.0,73.64,4,6,7
2009-07-26 05:00:00,0.47192691029900335,0.412624584717608,0.40132890365448504,130,109.0,105.0,73.36,5,6,7
2009-07-26 06:00:00,0.47192691029900335,0.412624584717608,0.40132890365448504,130,109.0,105.0,73.08,6,6,7
2009-07-26 07:00:00,0.47192691029900335,0.4154485049833887,0.3956810631229236,130,110.0,103.0,73.04,7,6,7
2009-07-26 08:00:00,0.5171096345514951,0.45215946843853816,0.42674418604651165,146,123.0,114.0,75.16,8,6,7
2009-07-26 09:00:00,0.5961794019933555,0.5142857142857142,0.486046511627907,174,145.0,135.0,78.32,9,6,7
2009-07-26 10:00:00,0.675249169435216,0.5735880398671096,0.5312292358803986,202,166.0,151.0,81.28,10,6,7
2009-07-26 11:00:00,0.7289036544850499,0.6441860465116279,0.5679401993355482,221,191.0,164.0,84.12,11,6,7
2009-07-26 12:00:00,0.7656146179401994,0.7034883720930233,0.5990033222591362,234,212.0,175.0,86.92,12,6,7
2009-07-26 13:00:00,0.8107973421926911,0.748671096345515,0.6413621262458472,250,228.0,190.0,88.36,13,6,7
2009-07-26 14:00:00,0.8475083056478405,0.779734219269103,0.675249169435216,263,239.0,202.0,89.52,14,6,7
2009-07-26 15:00:00,0.8700996677740864,0.8051495016611296,0.6978405315614619,271,248.0,210.0,89.4,15,6,7
2009-07-26 16:00:00,0.8785714285714286,0.8249169435215947,0.7091362126245847,274,255.0,214.0,89.6,16,6,7
2009-07-26 17:00:00,0.8729235880398671,0.8305647840531561,0.7232558139534884,272,257.0,219.0,89.04,17,6,7
2009-07-26 18:00:00,0.8588039867109635,0.822093023255814,0.7260797342192691,267,254.0,220.0,87.84,18,6,7
2009-07-26 19:00:00,0.8277408637873754,0.7966777408637874,0.7119601328903654,256,245.0,215.0,85.6,19,6,7
2009-07-26 20:00:00,0.7825581395348837,0.7571428571428571,0.6780730897009967,240,231.0,203.0,83.0,20,6,7
2009-07-26 21:00:00,0.7599667774086379,0.737375415282392,0.6554817275747509,232,224.0,195.0,80.76,21,6,7
2009-07-26 22:00:00,0.7458471760797343,0.7232558139534884,0.6441860465116279,227,219.0,191.0,79.68,22,6,7
2009-07-26 23:00:00,0.6837209302325582,0.6696013289036545,0.5848837209302326,205,200.0,170.0,78.08,23,6,7
2009-07-27 00:00:00,0.6187707641196013,0.6102990033222592,0.5227574750830565,182,179.0,148.0,77.16,0,0,7
2009-07-27 01:00:00,0.5622923588039866,0.5538205980066445,0.47192691029900335,162,159.0,130.0,76.44,1,0,7
2009-07-27 02:00:00,0.5284053156146179,0.5171096345514951,0.443687707641196,150,146.0,120.0,75.96,2,0,7
2009-07-27 03:00:00,0.5086378737541528,0.49451827242524915,0.42956810631229236,143,138.0,115.0,75.56,3,0,7
2009-07-27 04:00:00,0.49169435215946844,0.4803986710963455,0.4182724252491694,137,133.0,111.0,74.8,4,0,7
2009-07-27 05:00:00,0.486046511627907,0.47192691029900335,0.4154485049833887,135,130.0,110.0,74.04,5,0,7
2009-07-27 06:00:00,0.49734219269102986,0.47192691029900335,0.42674418604651165,139,130.0,114.0,73.52,6,0,7
2009-07-27 07:00:00,0.5114617940199335,0.47192691029900335,0.443687707641196,144,130.0,120.0,73.6,7,0,7
2009-07-27 08:00:00,0.5425249169435216,0.5171096345514951,0.47475083056478407,155,146.0,131.0,75.48,8,0,7
2009-07-27 09:00:00,0.590531561461794,0.5961794019933555,0.5114617940199335,172,174.0,144.0,78.32,9,0,7
2009-07-27 10:00:00,0.6413621262458472,0.675249169435216,0.5538205980066445,190,202.0,159.0,80.68,10,0,7
2009-07-27 11:00:00,0.695016611295681,0.7289036544850499,0.5961794019933555,209,221.0,174.0,83.2,11,0,7
2009-07-27 12:00:00,0.748671096345515,0.7656146179401994,0.6187707641196013,228,234.0,182.0,84.84,12,0,7
2009-07-27 13:00:00,0.7853820598006644,0.8107973421926911,0.6272425249169435,241,250.0,185.0,86.44,13,0,7
2009-07-27 14:00:00,0.8079734219269104,0.8475083056478405,0.6272425249169435,249,263.0,185.0,86.28,14,0,7
2009-07-27 15:00:00,0.7938538205980067,0.8700996677740864,0.6244186046511628,244,271.0,184.0,85.32,15,0,7
2009-07-27 16:00:00,0.7656146179401994,0.8785714285714286,0.6272425249169435,234,274.0,185.0,82.12,16,0,7
2009-07-27 17:00:00,0.748671096345515,0.8729235880398671,0.6244186046511628,228,272.0,184.0,81.64,17,0,7
2009-07-27 18:00:00,0.7430232558139535,0.8588039867109635,0.6300664451827243,226,267.0,186.0,80.8,18,0,7
2009-07-27 19:00:00,0.7232558139534884,0.8277408637873754,0.6187707641196013,219,256.0,182.0,78.08,19,0,7
2009-07-27 20:00:00,0.6921926910299003,0.7825581395348837,0.5961794019933555,208,240.0,174.0,76.24,20,0,7
2009-07-27 21:00:00,0.6808970099667774,0.7599667774086379,0.5961794019933555,204,232.0,174.0,74.68,21,0,7
2009-07-27 22:00:00,0.6526578073089702,0.7458471760797343,0.5877076411960133,194,227.0,171.0,74.04,22,0,7
2009-07-27 23:00:00,0.6046511627906976,0.6837209302325582,0.5397009966777409,177,205.0,154.0,73.72,23,0,7
2009-07-28 00:00:00,0.5481727574750831,0.6187707641196013,0.4832225913621262,157,182.0,134.0,73.24,0,1,7
2009-07-28 01:00:00,0.49734219269102986,0.5622923588039866,0.4408637873754153,139,162.0,119.0,72.24,1,1,7
2009-07-28 02:00:00,0.47192691029900335,0.5284053156146179,0.412624584717608,130,150.0,109.0,71.84,2,1,7
2009-07-28 03:00:00,0.45215946843853816,0.5086378737541528,0.3985049833887043,123,143.0,104.0,71.48,3,1,7
2009-07-28 04:00:00,0.4408637873754153,0.49169435215946844,0.3928571428571428,119,137.0,102.0,71.08,4,1,7
2009-07-28 05:00:00,0.4352159468438538,0.486046511627907,0.3928571428571428,117,135.0,102.0,70.72,5,1,7
2009-07-28 06:00:00,0.443687707641196,0.49734219269102986,0.40697674418604646,120,139.0,107.0,70.52,6,1,7
2009-07-28 07:00:00,0.4578073089700997,0.5114617940199335,0.42392026578073083,125,144.0,113.0,70.76,7,1,7
2009-07-28 08:00:00,0.49451827242524915,0.5425249169435216,0.45215946843853816,138,155.0,123.0,72.76,8,1,7
2009-07-28 09:00:00,0.5397009966777409,0.590531561461794,0.4775747508305648,154,172.0,132.0,75.76,9,1,7
2009-07-28 10:00:00,0.5961794019933555,0.6413621262458472,0.5058139534883721,174,190.0,142.0,78.88,10,1,7
2009-07-28 11:00:00,0.6498338870431893,0.695016611295681,0.5453488372093023,193,209.0,156.0,81.56,11,1,7
2009-07-28 12:00:00,0.7034883720930233,0.748671096345515,0.590531561461794,212,228.0,172.0,84.12,12,1,7
2009-07-28 13:00:00,0.7458471760797343,0.7853820598006644,0.6215946843853821,227,241.0,183.0,85.76,13,1,7
2009-07-28 14:00:00,0.7882059800664452,0.8079734219269104,0.6583056478405316,242,249.0,196.0,87.24,14,1,7
2009-07-28 15:00:00,0.8192691029900332,0.7938538205980067,0.6893687707641196,253,244.0,207.0,87.8,15,1,7
2009-07-28 16:00:00,0.8446843853820598,0.7656146179401994,0.7147840531561462,262,234.0,216.0,87.32,16,1,7
2009-07-28 17:00:00,0.8672757475083057,0.748671096345515,0.7458471760797343,270,228.0,227.0,87.08,17,1,7
2009-07-28 18:00:00,0.8785714285714286,0.7430232558139535,0.7599667774086379,274,226.0,232.0,84.52,18,1,7
2009-07-28 19:00:00,0.8644518272425249,0.7232558139534884,0.7543189368770764,269,219.0,230.0,82.96,19,1,7
2009-07-28 20:00:00,0.8192691029900332,0.6921926910299003,0.7147840531561462,253,208.0,216.0,79.76,20,1,7
2009-07-28 21:00:00,0.7938538205980067,0.6808970099667774,0.6837209302325582,244,204.0,205.0,78.32,21,1,7
2009-07-28 22:00:00,0.7627906976744186,0.6526578073089702,0.663953488372093,233,194.0,198.0,77.28,22,1,7
2009-07-28 23:00:00,0.6921926910299003,0.6046511627906976,0.5990033222591362,208,177.0,175.0,76.64,23,1,7
2009-07-29 00:00:00,0.6215946843853821,0.5481727574750831,0.5284053156146179,183,157.0,150.0,75.64,0,2,7
2009-07-29 01:00:00,0.5651162790697675,0.49734219269102986,0.47192691029900335,163,139.0,130.0,75.2,1,2,7
2009-07-29 02:00:00,0.5340531561461794,0.47192691029900335,0.4380398671096345,152,130.0,118.0,74.68,2,2,7
2009-07-29 03:00:00,0.5086378737541528,0.45215946843853816,0.4154485049833887,143,123.0,110.0,74.04,3,2,7
2009-07-29 04:00:00,0.49451827242524915,0.4408637873754153,0.40132890365448504,138,119.0,105.0,73.68,4,2,7
2009-07-29 05:00:00,0.48887043189368773,0.4352159468438538,0.3985049833887043,136,117.0,104.0,73.36,5,2,7
2009-07-29 06:00:00,0.5001661129568106,0.443687707641196,0.4098006644518273,140,120.0,108.0,73.2,6,2,7
2009-07-29 07:00:00,0.5114617940199335,0.4578073089700997,0.42392026578073083,144,125.0,113.0,73.32,7,2,7
2009-07-29 08:00:00,0.5509966777408638,0.49451827242524915,0.4634551495016611,158,138.0,127.0,75.04,8,2,7
2009-07-29 09:00:00,0.6018272425249169,0.5397009966777409,0.5058139534883721,176,154.0,142.0,77.0,9,2,7
2009-07-29 10:00:00,0.6526578073089702,0.5961794019933555,0.5622923588039866,194,174.0,162.0,79.08,10,2,7
2009-07-29 11:00:00,0.706312292358804,0.6498338870431893,0.6159468438538206,213,193.0,181.0,80.6,11,2,7
2009-07-29 12:00:00,0.7571428571428571,0.7034883720930233,0.6667774086378738,231,212.0,199.0,82.12,12,2,7
2009-07-29 13:00:00,0.7853820598006644,0.7458471760797343,0.706312292358804,241,227.0,213.0,83.32,13,2,7
2009-07-29 14:00:00,0.7853820598006644,0.7882059800664452,0.7317275747508306,241,242.0,222.0,84.08,14,2,7
2009-07-29 15:00:00,0.7656146179401994,0.8192691029900332,0.7543189368770764,234,253.0,230.0,84.44,15,2,7
2009-07-29 16:00:00,0.779734219269103,0.8446843853820598,0.7599667774086379,239,262.0,232.0,83.84,16,2,7
2009-07-29 17:00:00,0.8023255813953488,0.8672757475083057,0.7514950166112957,247,270.0,229.0,83.28,17,2,7
2009-07-29 18:00:00,0.8136212624584718,0.8785714285714286,0.737375415282392,251,274.0,224.0,82.6,18,2,7
2009-07-29 19:00:00,0.7995016611295681,0.8644518272425249,0.7204318936877077,246,269.0,218.0,81.32,19,2,7
2009-07-29 20:00:00,0.7599667774086379,0.8192691029900332,0.6837209302325582,232,253.0,205.0,79.8,20,2,7
2009-07-29 21:00:00,0.7401993355481727,0.7938538205980067,0.675249169435216,225,244.0,202.0,78.36,21,2,7
2009-07-29 22:00:00,0.7260797342192691,0.7627906976744186,0.663953488372093,220,233.0,198.0,77.36,22,2,7
2009-07-29 23:00:00,0.6696013289036545,0.6921926910299003,0.6074750830564785,200,208.0,178.0,76.32,23,2,7
2009-07-30 00:00:00,0.6074750830564785,0.6215946843853821,0.5425249169435216,178,183.0,155.0,75.64,0,3,7
2009-07-30 01:00:00,0.5538205980066445,0.5651162790697675,0.49169435215946844,159,163.0,137.0,74.84,1,3,7
2009-07-30 02:00:00,0.5227574750830565,0.5340531561461794,0.4634551495016611,148,152.0,127.0,74.28,2,3,7
2009-07-30 03:00:00,0.5001661129568106,0.5086378737541528,0.4408637873754153,140,143.0,119.0,74.24,3,3,7
2009-07-30 04:00:00,0.48887043189368773,0.49451827242524915,0.42956810631229236,136,138.0,115.0,73.92,4,3,7
2009-07-30 05:00:00,0.486046511627907,0.48887043189368773,0.42674418604651165,135,136.0,114.0,73.4,5,3,7
2009-07-30 06:00:00,0.5001661129568106,0.5001661129568106,0.4408637873754153,140,140.0,119.0,73.08,6,3,7
2009-07-30 07:00:00,0.5114617940199335,0.5114617940199335,0.454983388704319,144,144.0,124.0,73.32,7,3,7
2009-07-30 08:00:00,0.5481727574750831,0.5509966777408638,0.486046511627907,157,158.0,135.0,74.88,8,3,7
2009-07-30 09:00:00,0.5961794019933555,0.6018272425249169,0.5142857142857142,174,176.0,145.0,77.24,9,3,7
2009-07-30 10:00:00,0.6498338870431893,0.6526578073089702,0.5481727574750831,193,194.0,157.0,79.76,10,3,7
2009-07-30 11:00:00,0.7006644518272426,0.706312292358804,0.590531561461794,211,213.0,172.0,82.32,11,3,7
2009-07-30 12:00:00,0.7430232558139535,0.7571428571428571,0.6385382059800665,226,231.0,189.0,84.44,12,3,7
2009-07-30 13:00:00,0.779734219269103,0.7853820598006644,0.6780730897009967,239,241.0,203.0,86.28,13,3,7
2009-07-30 14:00:00,0.8136212624584718,0.7853820598006644,0.7119601328903654,251,241.0,215.0,87.44,14,3,7
2009-07-30 15:00:00,0.8390365448504984,0.7656146179401994,0.7401993355481727,260,234.0,225.0,88.2,15,3,7
2009-07-30 16:00:00,0.8616279069767442,0.779734219269103,0.7684385382059801,268,239.0,235.0,87.12,16,3,7
2009-07-30 17:00:00,0.8757475083056478,0.8023255813953488,0.7882059800664452,273,247.0,242.0,85.92,17,3,7
2009-07-30 18:00:00,0.8785714285714286,0.8136212624584718,0.7938538205980067,274,251.0,244.0,84.88,18,3,7
2009-07-30 19:00:00,0.8616279069767442,0.7995016611295681,0.7769102990033223,268,246.0,238.0,82.4,19,3,7
2009-07-30 20:00:00,0.8192691029900332,0.7599667774086379,0.7401993355481727,253,232.0,225.0,80.04,20,3,7
2009-07-30 21:00:00,0.8051495016611296,0.7401993355481727,0.7147840531561462,248,225.0,216.0,78.64,21,3,7
2009-07-30 22:00:00,0.7853820598006644,0.7260797342192691,0.6978405315614619,241,220.0,210.0,77.84,22,3,7
2009-07-30 23:00:00,0.7232558139534884,0.6696013289036545,0.6413621262458472,219,200.0,190.0,76.96,23,3,7
2009-07-31 00:00:00,0.6554817275747509,0.6074750830564785,0.5764119601328903,195,178.0,167.0,76.12,0,4,7
2009-07-31 01:00:00,0.5961794019933555,0.5538205980066445,0.5227574750830565,174,159.0,148.0,75.6,1,4,7
2009-07-31 02:00:00,0.5453488372093023,0.5227574750830565,0.49451827242524915,156,148.0,138.0,74.84,2,4,7
2009-07-31 03:00:00,0.5340531561461794,0.5001661129568106,0.46910299003322253,152,140.0,129.0,74.28,3,4,7
2009-07-31 04:00:00,0.5114617940199335,0.48887043189368773,0.454983388704319,144,136.0,124.0,73.92,4,4,7
2009-07-31 05:00:00,0.5001661129568106,0.486046511627907,0.443687707641196,140,135.0,120.0,73.68,5,4,7
2009-07-31 06:00:00,0.5086378737541528,0.5001661129568106,0.44651162790697674,143,140.0,121.0,73.36,6,4,7
2009-07-31 07:00:00,0.5114617940199335,0.5114617940199335,0.45215946843853816,144,144.0,123.0,73.4,7,4,7
2009-07-31 08:00:00,0.5509966777408638,0.5481727574750831,0.4832225913621262,158,157.0,134.0,75.04,8,4,7
2009-07-31 09:00:00,0.6074750830564785,0.5961794019933555,0.5284053156146179,178,174.0,150.0,78.2,9,4,7
2009-07-31 10:00:00,0.663953488372093,0.6498338870431893,0.5820598006644518,198,193.0,169.0,81.08,10,4,7
2009-07-31 11:00:00,0.7232558139534884,0.7006644518272426,0.6272425249169435,219,211.0,185.0,83.44,11,4,7
2009-07-31 12:00:00,0.7684385382059801,0.7430232558139535,0.6696013289036545,235,226.0,200.0,85.72,12,4,7
2009-07-31 13:00:00,0.8023255813953488,0.779734219269103,0.706312292358804,247,239.0,213.0,86.84,13,4,7
2009-07-31 14:00:00,0.8362126245847177,0.8136212624584718,0.7289036544850499,259,251.0,221.0,87.64,14,4,7
2009-07-31 15:00:00,0.8588039867109635,0.8390365448504984,0.748671096345515,267,260.0,228.0,86.88,15,4,7
2009-07-31 16:00:00,0.8588039867109635,0.8616279069767442,0.7571428571428571,267,268.0,231.0,85.0,16,4,7
2009-07-31 17:00:00,0.8305647840531561,0.8757475083056478,0.7769102990033223,257,273.0,238.0,83.68,17,4,7
2009-07-31 18:00:00,0.8023255813953488,0.8785714285714286,0.7769102990033223,247,274.0,238.0,81.36,18,4,7
2009-07-31 19:00:00,0.7712624584717608,0.8616279069767442,0.7599667774086379,236,268.0,232.0,79.2,19,4,7
2009-07-31 20:00:00,0.7317275747508306,0.8192691029900332,0.7260797342192691,222,253.0,220.0,77.8,20,4,7
2009-07-31 21:00:00,0.7147840531561462,0.8051495016611296,0.695016611295681,216,248.0,209.0,76.08,21,4,7
2009-07-31 22:00:00,0.6921926910299003,0.7853820598006644,0.675249169435216,208,241.0,202.0,74.88,22,4,7
2009-07-31 23:00:00,0.6441860465116279,0.7232558139534884,0.6187707641196013,191,219.0,182.0,74.44,23,4,7
2009-08-01 00:00:00,0.5848837209302326,0.6554817275747509,0.5566445182724252,170,195.0,160.0,73.76,0,5,8
2009-08-01 01:00:00,0.5368770764119601,0.5961794019933555,0.5001661129568106,153,174.0,140.0,73.52,1,5,8
2009-08-01 02:00:00,0.5058139534883721,0.5453488372093023,0.4634551495016611,142,156.0,127.0,73.4,2,5,8
